8,6,7,2017,0,10
8,6,7,2017,1,10
8,6,7,2017,2,13
8,6,7,2017,3,7
8,6,7,2017,4,13
8,6,7,2017,5,9
8,6,7,2017,6,8
8,6,7,2017,7,8
8,6,7,2017,8,15
8,6,7,2017,9,15
9,6,7,2017,0,9
9,6,7,2017,1,11
9,6,7,2017,2,15
9,6,7,2017,3,8
9,6,7,2017,4,14
9,6,7,2017,5,9
9,6,7,2017,6,8
9,6,7,2017,7,8
9,6,7,2017,8,14
9,6,7,2017,9,15
10,6,7,2017,0,10
10,6,7,2017,1,11
10,6,7,2017,2,15
10,6,7,2017,3,8
10,6,7,2017,4,14
10,6,7,2017,5,9
10,6,7,2017,6,10
10,6,7,2017,7,8
10,6,7,2017,8,15
10,6,7,2017,9,14
11,6,7,2017,0,9
11,6,7,2017,1,9
11,6,7,2017,2,15
11,6,7,2017,3,9
11,6,7,2017,4,14
11,6,7,2017,5,8
11,6,7,2017,6,8
11,6,7,2017,7,9
11,6,7,2017,8,14
11,6,7,2017,9,13
12,6,7,2017,0,11
12,6,7,2017,1,10
12,6,7,2017,2,14
12,6,7,2017,3,9
12,6,7,2017,4,15
12,6,7,2017,5,8
12,6,7,2017,6,10
12,6,7,2017,7,9
12,6,7,2017,8,13
12,6,7,2017,9,14
13,6,7,2017,0,10
13,6,7,2017,1,11
13,6,7,2017,2,13
13,6,7,2017,3,8
13,6,7,2017,4,15
13,6,7,2017,5,9
13,6,7,2017,6,9
13,6,7,2017,7,9
13,6,7,2017,8,13
13,6,7,2017,9,15
14,6,7,2017,0,9
14,6,7,2017,1,9
14,6,7,2017,2,15
14,6,7,2017,3,9
14,6,7,2017,4,15
14,6,7,2017,5,10
14,6,7,2017,6,9
14,6,7,2017,7,10
14,6,7,2017,8,14
14,6,7,2017,9,14
7,0,7,2017,0,7
7,0,7,2017,1,5
7,0,7,2017,2,19
7,0,7,2017,3,10
7,0,7,2017,4,16
7,0,7,2017,5,11
7,0,7,2017,6,9
7,0,7,2017,7,12
7,0,7,2017,8,16
7,0,7,2017,9,18
8,0,7,2017,0,6
8,0,7,2017,1,6
8,0,7,2017,2,17
8,0,7,2017,3,8
8,0,7,2017,4,16
8,0,7,2017,5,10
8,0,7,2017,6,8
8,0,7,2017,7,11
8,0,7,2017,8,18
8,0,7,2017,9,20
9,0,7,2017,0,13
9,0,7,2017,1,11
9,0,7,2017,2,21
9,0,7,2017,3,10
9,0,7,2017,4,21
9,0,7,2017,5,10
9,0,7,2017,6,9
9,0,7,2017,7,11
9,0,7,2017,8,21
9,0,7,2017,9,25
10,0,7,2017,0,14
10,0,7,2017,1,12
10,0,7,2017,2,25
10,0,7,2017,3,9
10,0,7,2017,4,22
10,0,7,2017,5,12
10,0,7,2017,6,10
10,0,7,2017,7,11
10,0,7,2017,8,21
10,0,7,2017,9,23
11,0,7,2017,0,13
11,0,7,2017,1,9
11,0,7,2017,2,21
11,0,7,2017,3,9
11,0,7,2017,4,23
11,0,7,2017,5,10
11,0,7,2017,6,9
11,0,7,2017,7,11
11,0,7,2017,8,21
11,0,7,2017,9,24
12,0,7,2017,0,10
12,0,7,2017,1,13
12,0,7,2017,2,25
12,0,7,2017,3,9
12,0,7,2017,4,22
12,0,7,2017,5,9
12,0,7,2017,6,9
12,0,7,2017,7,11
12,0,7,2017,8,25
12,0,7,2017,9,23
13,0,7,2017,0,6
13,0,7,2017,1,7
13,0,7,2017,2,19
13,0,7,2017,3,8
13,0,7,2017,4,17
13,0,7,2017,5,11
13,0,7,2017,6,9
13,0,7,2017,7,10
13,0,7,2017,8,16
13,0,7,2017,9,20
14,0,7,2017,0,6
14,0,7,2017,1,5
14,0,7,2017,2,14
14,0,7,2017,3,5
14,0,7,2017,4,14
14,0,7,2017,5,9
14,0,7,2017,6,6
14,0,7,2017,7,9
14,0,7,2017,8,12
14,0,7,2017,9,14
15,0,7,2017,0,6
15,0,7,2017,1,6
15,0,7,2017,2,14
15,0,7,2017,3,5
15,0,7,2017,4,12
15,0,7,2017,5,8
15,0,7,2017,6,4
15,0,7,2017,7,10
15,0,7,2017,8,12
15,0,7,2017,9,15
16,0,7,2017,0,5
16,0,7,2017,1,5
16,0,7,2017,2,13
16,0,7,2017,3,4
16,0,7,2017,4,15
16,0,7,2017,5,8
16,0,7,2017,6,4
16,0,7,2017,7,10
16,0,7,2017,8,14
16,0,7,2017,9,14
17,0,7,2017,0,7
17,0,7,2017,1,8
17,0,7,2017,2,18
17,0,7,2017,3,9
17,0,7,2017,4,16
17,0,7,2017,5,8
